refcode,total_charge,multiplicity,HOMO_Ha,LUMO_Ha,gap_Ha,dipole_moment_Debye
WABWUT,1,1,-0.31594,-0.21416,0.10178,7.0315
WAFVOO,0,1,-0.18712,-0.1034,0.08372,7.7948
WAFYEJ,0,1,-0.19261,-0.10427,0.08834,0.0097
WAGPOJ,0,1,-0.19691,-0.11288,0.08403,12.0722
WAHHEU,1,1,-0.2847,-0.1388,0.1459,0.4235
WALXUE,0,1,-0.18306,-0.07274,0.11032,10.0312
WALYAL,0,1,-0.17221,-0.07317,0.09904,10.4306
WAMXAM,0,1,-0.18711,-0.1008,0.08631,8.0205
WAMXEQ,0,1,-0.19529,-0.10751,0.08778,4.4217
WAQCAT,0,1,-0.20042,-0.03386,0.16656,8.8945
WAQCEX,0,1,-0.20321,-0.03244,0.17077,9.2592
WAQCIB,0,1,-0.20731,-0.03367,0.17364,8.8945
WAQCOH,0,1,-0.19961,-0.01751,0.1821,10.7025
WAQCUN,0,1,-0.19929,-0.01895,0.18034,11.2802
WAQDAU,0,1,-0.20067,-0.01827,0.1824,9.8784
WAQDEY,0,1,-0.2025,-0.01731,0.18519,8.8858
WAWJAI,0,1,-0.19772,-0.0312,0.16652,10.6221
WAWJEM,0,1,-0.19794,-0.02938,0.16856,10.3456
WAWMEP,0,1,-0.19835,-0.08266,0.11569,10.418
WAWMIT,0,1,-0.20744,-0.11128,0.09616,9.746
WAXHOV,1,1,-0.27605,-0.18606,0.08999,5.3369
WAXKIR,1,1,-0.33477,-0.1466,0.18817,0.4059
WAXVAU,1,1,-0.29037,-0.17901,0.11136,4.5461
WAYNAN,0,1,-0.1474,-0.09217,0.05523,0.0101
WEBVIL,-1,1,-0.0945,-0.01214,0.08236,7.4487
WECYOS,0,1,-0.21684,-0.13187,0.08497,0.4049
WECYUB,0,1,-0.19554,-0.10569,0.08985,6.4527
WEFGOG,1,1,-0.33845,-0.16673,0.17172,0.6406
WEFGUM,1,1,-0.33817,-0.16674,0.17143,1.2528
WEHHIA,0,1,-0.16038,-0.0403,0.12008,0.7464
WEHLEC,0,1,-0.19594,-0.14509,0.05085,11.1874
WEHLOM,1,1,-0.29265,-0.22772,0.06493,9.7933
WEHROR,0,1,-0.18932,-0.10612,0.0832,13.604
WEHRUX,0,1,-0.18934,-0.10673,0.08261,13.6748
WEJMEG,0,1,-0.17766,-0.07164,0.10602,5.2104
WEJMIK,0,1,-0.17549,-0.07415,0.10134,5.3685
WEJMOQ,0,1,-0.19168,-0.0819,0.10978,5.3872
WEJMUW,0,1,-0.19374,-0.0793,0.11444,4.9956
WEJNOR,0,1,-0.2224,-0.0989,0.1235,7.8094
WEJPAF,0,1,-0.2271,-0.11437,0.11273,4.2707
WEJPUZ,1,1,-0.28008,-0.19038,0.0897,8.4329
WEJQAG,1,1,-0.27879,-0.1868,0.09199,8.5946
WEJTEM,0,1,-0.18658,-0.06779,0.11879,2.7256
WEKVUF,1,1,-0.31771,-0.19534,0.12237,5.2165
WEKWAM,0,1,-0.14066,-0.0807,0.05996,1.782
WEKWEQ,0,1,-0.14285,-0.08404,0.05881,5.995
WELCEW,0,1,-0.21026,-0.07739,0.13287,12.2556
WELCIA,0,1,-0.20822,-0.05814,0.15008,0.0016
WELCOG,0,1,-0.21041,-0.09617,0.11424,13.0933
WELCUM,0,1,-0.21006,-0.08448,0.12558,11.8449
WELHAY,0,1,-0.17139,-0.0925,0.07889,10.1393
WELKOO,0,1,-0.18717,-0.10735,0.07982,11.205
WELKUU,0,1,-0.19475,-0.09747,0.09728,4.4937
WELRUD,0,1,-0.15445,-0.08382,0.07063,0.0193
WELSUC,0,1,-0.17179,-0.0708,0.10099,0.0002
WELWIT,0,1,-0.17895,-0.07589,0.10306,18.0722
WELWOZ,0,1,-0.17877,-0.0818,0.09697,18.4471
WEMVOB,1,1,-0.27091,-0.19219,0.07872,0.0919
WENBEX,0,1,-0.17165,-0.07068,0.10097,1.7367
WENBIB,0,1,-0.1849,-0.0905,0.0944,2.1424
WENGOO,0,1,-0.18529,-0.07812,0.10717,5.5798
WENGUU,0,1,-0.1766,-0.07346,0.10314,6.8493
WENHAB,0,1,-0.1671,-0.05545,0.11165,6.4384
WENHEF,0,1,-0.17838,-0.0611,0.11728,3.902
WENHIJ,1,1,-0.31004,-0.20584,0.1042,10.5464
WENHOP,1,1,-0.29497,-0.20469,0.09028,11.4013
WENWET,0,1,-0.18661,-0.08622,0.10039,9.1166
WENWIX,0,1,-0.18728,-0.0814,0.10588,9.1468
WENWOD,0,1,-0.19091,-0.09579,0.09512,8.6041
WEQPIR,0,1,-0.19788,-0.12008,0.0778,8.5507
WERLUB,0,1,-0.16694,-0.10705,0.05989,0.4357
WESQUH,0,1,-0.17285,-0.08359,0.08926,2.0207
WESRAO,0,1,-0.16214,-0.06933,0.09281,1.3128
WESRES,0,1,-0.16831,-0.08259,0.08572,0.5238
WESXOK,0,1,-0.18779,-0.10443,0.08336,8.7298
WETKEN,0,1,-0.18927,-0.09964,0.08963,1.2207
WETKOX,0,1,-0.18684,-0.10545,0.08139,0.8035
WEWLIU,0,1,-0.18039,-0.07421,0.10618,4.4749
WEWVIG,0,1,-0.15656,-0.11933,0.03723,0.0024
WEYBAF,0,1,-0.20339,-0.14151,0.06188,14.091
WEYPUO,1,1,-0.32142,-0.19389,0.12753,5.4691
WEZGUG,0,1,-0.1998,-0.08764,0.11216,8.3252
WIBBOB,1,1,-0.24185,-0.1601,0.08175,0.3434
WIBCAO,1,1,-0.24202,-0.16272,0.0793,0.1339
WIBCES,1,1,-0.24176,-0.16262,0.07914,0.0818
WIFFOH,1,1,-0.3223,-0.16588,0.15642,0.1415
WIFVUD,0,1,-0.18932,-0.09543,0.09389,13.0986
WIFWAK,0,1,-0.19394,-0.09766,0.09628,6.3714
WIFWEO,0,1,-0.19202,-0.09648,0.09554,6.5997
WIFWIS,0,1,-0.19985,-0.093,0.10685,3.0879
WIGDUN,0,1,-0.20722,-0.0503,0.15692,8.9086
WIGWOB,0,1,-0.19375,-0.10131,0.09244,0.0001
WIJBAT,0,1,-0.18912,-0.11016,0.07896,9.0672
WIJGAY,0,1,-0.21513,-0.09811,0.11702,10.6775
WIJGEC,1,1,-0.31317,-0.19176,0.12141,6.803
WIJGIG,0,1,-0.21222,-0.09135,0.12087,8.4276
WIKGEE,0,1,-0.17288,-0.0644,0.10848,6.4592
WILMOU,1,1,-0.26281,-0.19216,0.07065,6.1496
WILVOE,0,1,-0.19232,-0.09528,0.09704,0.0064
WILVUK,0,1,-0.21311,-0.13816,0.07495,12.8855
WIMJOS,1,1,-0.34932,-0.25103,0.09829,6.9551
WIMJUY,0,1,-0.20195,-0.12203,0.07992,5.2529
WINCOO,1,1,-0.33577,-0.23697,0.0988,8.0054
WINCUU,1,1,-0.33571,-0.23694,0.09877,8.0049
WINJIO,0,1,-0.1684,-0.10611,0.06229,8.8051
WIPYOM,-1,1,-0.07659,0.06763,0.14422,13.4465
WIPYUS,-1,1,-0.08404,0.03786,0.1219,14.4507
WIPZAZ,-1,1,-0.08236,0.04527,0.12763,13.9576
WIPZED,-1,1,-0.07967,0.03892,0.11859,13.9808
WIQJUE,0,1,-0.18957,-0.10191,0.08766,2.789
WISHIR,0,1,-0.17814,-0.11748,0.06066,13.9646
WISHOX,0,1,-0.20441,-0.118,0.08641,3.7329
WIVYUX,0,1,-0.20497,-0.02737,0.1776,10.0599
WIWDOW,0,1,-0.1924,-0.11888,0.07352,4.0598
WIXGUI,0,1,-0.18066,-0.08489,0.09577,11.9651
WIXJOF,0,1,-0.18519,-0.10184,0.08335,9.0876
WIYXUX,0,1,-0.18875,-0.10604,0.08271,11.393
WOBHON,0,1,-0.16026,-0.06464,0.09562,11.1218
WOBJAB,0,1,-0.15939,-0.06738,0.09201,9.994
WOBJIJ,0,1,-0.15918,-0.06495,0.09423,9.8915
WOBJOP,0,1,-0.16906,-0.06595,0.10311,9.7025
WOBKIK,0,1,-0.16987,-0.06115,0.10872,7.8411
WOBKUW,0,1,-0.15795,-0.06385,0.0941,10.7523
WOBLUX,0,1,-0.19292,-0.07621,0.11671,18.1194
WOBMEI,1,1,-0.27572,-0.12601,0.14971,0.3363
WOBQOV,0,1,-0.19425,-0.07786,0.11639,6.4703
WOBRAI,1,1,-0.26766,-0.19061,0.07705,15.6436
WOBWIU,0,1,-0.18125,-0.08668,0.09457,0.0004
WOCQEL,0,1,-0.1703,-0.02759,0.14271,0.0105
WOCRIQ,0,1,-0.1649,-0.09087,0.07403,7.4625
WOCTAL,0,1,-0.18313,-0.10777,0.07536,2.9125
WOCTEP,0,1,-0.18624,-0.10903,0.07721,2.6271
WODFUS,0,1,-0.19541,-0.11242,0.08299,11.2764
WODGAZ,0,1,-0.19415,-0.10614,0.08801,11.5717
WODGED,0,1,-0.20383,-0.10431,0.09952,9.6201
WODQIP,1,1,-0.31598,-0.21416,0.10182,7.0352
WODQOV,1,1,-0.28884,-0.20837,0.08047,6.1255
WODYAQ,0,1,-0.20654,-0.14996,0.05658,3.6497
WOFQOZ,0,1,-0.17613,-0.09445,0.08168,13.9268
WOGJEK,0,1,-0.18717,-0.11937,0.0678,11.3353
WOGPUE,0,1,-0.2305,-0.0947,0.1358,8.8583
WOGREQ,0,1,-0.17435,-0.07367,0.10068,2.152
WOJNAM,1,1,-0.33052,-0.22547,0.10505,10.4629
WOKMIV,0,1,-0.16387,-0.05135,0.11252,6.7728
WOKMOB,0,1,-0.16321,-0.05474,0.10847,7.5175
WOKNIW,0,1,-0.16727,-0.04738,0.11989,5.8933
WOMBEH,0,1,-0.18751,-0.09451,0.093,1.1118
WOMVUS,0,1,-0.20615,-0.07628,0.12987,3.5844
WONPAR,0,1,-0.15693,-0.02637,0.13056,0.0028
WOPKUK,0,1,-0.1755,-0.07007,0.10543,3.9019
WOVWAH,0,1,-0.21511,-0.1186,0.09651,9.7287
WOVWEL,0,1,-0.22148,-0.10997,0.11151,8.0432
WOVWIP,0,1,-0.20949,-0.11561,0.09388,8.4755
WOVWOV,0,1,-0.21089,-0.10788,0.10301,7.0189
WOVWUB,0,1,-0.20106,-0.11661,0.08445,7.3417
WOWGIA,0,1,-0.21849,-0.11947,0.09902,9.5638
WOWGUM,0,1,-0.21601,-0.1082,0.10781,8.329
WOWHAT,0,1,-0.20652,-0.12001,0.08651,9.2123
WOYQIM,0,1,-0.19771,-0.09245,0.10526,2.6037
WUBMIR,1,1,-0.29174,-0.22202,0.06972,4.7093
WUDGAD,0,1,-0.1817,-0.06896,0.11274,2.6936
WUDGUY,0,1,-0.1647,-0.09722,0.06748,5.1494
WUDHAF,0,1,-0.1756,-0.08108,0.09452,13.1583
WUDHIN,0,1,-0.16152,-0.05333,0.10819,5.9534
WUFFOS,0,1,-0.19145,-0.1026,0.08885,13.0339
WURNAA,0,1,-0.20531,-0.0976,0.10771,5.3111
WURNEE,0,1,-0.20014,-0.08893,0.11121,5.1769
WURROS,0,1,-0.18259,-0.07738,0.10521,4.7418
WURRUY,0,1,-0.18259,-0.07738,0.10521,4.7415
WUTREJ,0,1,-0.17343,-0.08296,0.09047,0.6793
WUZSEP,0,1,-0.19096,-0.10899,0.08197,14.1113
WUZYIZ,0,1,-0.17051,-0.09115,0.07936,0.8298
XABGAJ,0,1,-0.16827,-0.09223,0.07604,9.2447
XABGEN,0,1,-0.17522,-0.09687,0.07835,8.7126
XADKOE,0,1,-0.17066,-0.0836,0.08706,0.0008
XADNEX,0,1,-0.19489,-0.09393,0.10096,10.7985
XAFGOC,0,1,-0.19488,-0.10116,0.09372,12.1425
XAHXIP,0,1,-0.15364,-0.11786,0.03578,18.0362
XAHXOW,0,1,-0.19664,-0.06987,0.12677,10.1656
XAJVOT,0,1,-0.16386,-0.10631,0.05755,10.806
XALDUJ,0,1,-0.17245,-0.10415,0.0683,14.1146
XALTOW,0,1,-0.16223,-0.05147,0.11076,0.0178
XAMGEX,0,1,-0.19326,-0.1044,0.08886,0.0008
XAMGOH,0,1,-0.19322,-0.10435,0.08887,0.0681
XAMHIC,0,1,-0.19346,-0.10436,0.0891,0.0501
XAMQAG,0,1,-0.17117,-0.03805,0.13312,6.4559
XANCAR,0,1,-0.16871,-0.09187,0.07684,2.4844
XANCEV,0,1,-0.17372,-0.09121,0.08251,2.9595
XANDOI,0,1,-0.17879,-0.09561,0.08318,4.4592
XANWAL,0,1,-0.19182,-0.11911,0.07271,18.3514
XANWEP,0,1,-0.15752,-0.10944,0.04808,11.1075
XANWIT,0,1,-0.17278,-0.11291,0.05987,14.8844
XANWUF,0,1,-0.17182,-0.1084,0.06342,15.3705
XAPMUX,0,1,-0.18384,-0.10491,0.07893,10.8656
XAPXOC,1,1,-0.28034,-0.20913,0.07121,3.7712
XAQJEG,0,1,-0.20421,-0.03353,0.17068,8.6802
XASBEZ,1,1,-0.28703,-0.22851,0.05852,8.8569
XASJOT,0,1,-0.18964,-0.11482,0.07482,6.9761
XAWBIG,1,1,-0.30647,-0.20454,0.10193,4.9195
XAWBOM,1,1,-0.3069,-0.20499,0.10191,5.1128
XAWCAZ,1,1,-0.30597,-0.20501,0.10096,5.266
XAWCED,0,1,-0.21142,-0.1197,0.09172,11.5443
XAWHOU,1,1,-0.27683,-0.13715,0.13968,0.6913
XAWHUA,1,1,-0.27418,-0.13789,0.13629,1.2998
XAWLOZ,0,1,-0.19191,-0.05536,0.13655,5.4482
XAWROC,0,1,-0.17778,-0.09179,0.08599,0.0447
XAWSET,0,1,-0.17921,-0.08921,0.09,0.0277
XAXCOO,0,1,-0.18191,-0.07739,0.10452,3.7806
XAXTOG,1,1,-0.28197,-0.18951,0.09246,5.6322
XAXZIH,1,1,-0.31569,-0.20872,0.10697,10.595
XAXZON,0,1,-0.21124,-0.11442,0.09682,9.6676
XEBLAU,1,1,-0.27307,-0.18822,0.08485,6.2659
XECTAC,0,1,-0.18854,-0.09211,0.09643,9.1611
XEFNAY,0,1,-0.17173,-0.06841,0.10332,2.724
XEHGUN,0,1,-0.17786,-0.07804,0.09982,1.258
XEHVAJ,0,1,-0.22605,-0.07305,0.153,1.6248
XEJGOK,0,1,-0.20463,-0.13753,0.0671,5.531
XEJVOA,0,1,-0.18363,-0.09241,0.09122,4.2205
XEKJUU,0,1,-0.16856,-0.06207,0.10649,3.7778
XEKPEJ,0,1,-0.17326,-0.08118,0.09208,0.0003
XEKTAK,0,1,-0.15208,-0.0585,0.09358,4.7846
XEKTEO,0,1,-0.16764,-0.07184,0.0958,1.4472
XEKTIS,0,1,-0.1644,-0.09143,0.07297,0.001
XELXIW,0,1,-0.1881,-0.12937,0.05873,11.1534
XELYAP,1,1,-0.28098,-0.1267,0.15428,0.0069
XEPTUI,0,1,-0.18877,-0.09758,0.09119,3.4116
XEPZOI,0,1,-0.17653,-0.09091,0.08562,1.1077
XEPZUO,0,1,-0.16594,-0.08668,0.07926,2.8141
XEQDAZ,0,1,-0.17126,-0.07022,0.10104,6.1422
XEQJOU,0,1,-0.16549,-0.04942,0.11607,0.0025
XEQLOW,0,1,-0.13751,-0.11354,0.02397,9.6285
XEQMAJ,0,1,-0.13402,-0.05183,0.08219,0.0114
XERYAV,1,1,-0.28288,-0.17809,0.10479,2.578
XETTOH,0,1,-0.17233,-0.07773,0.0946,6.9152
XEVFUA,0,1,-0.19347,-0.12582,0.06765,11.9061
XEVWUR,0,1,-0.17031,-0.08423,0.08608,3.3211
XEXMOE,0,1,-0.18384,-0.0883,0.09554,1.8045
XEXMUK,0,1,-0.20848,-0.09146,0.11702,8.5611
XEXZAD,0,1,-0.20865,-0.05918,0.14947,8.8569
XEYMEU,0,1,-0.18043,-0.13714,0.04329,9.0161
XIBHAT,0,1,-0.19731,-0.08799,0.10932,7.591
XIBHEX,0,1,-0.20529,-0.08958,0.11571,6.7725
XIBHIB,0,1,-0.20862,-0.09048,0.11814,7.0396
XIBKIF,0,1,-0.16795,-0.05755,0.1104,9.1696
XIDROS,0,1,-0.19218,-0.08427,0.10791,4.9913
XIFXOC,0,1,-0.17882,-0.09687,0.08195,2.9494
XIFYUG,0,1,-0.23686,-0.12303,0.11383,0.0545
XIFZAN,0,1,-0.19582,-0.1011,0.09472,0.0564
XIFZER,0,1,-0.20106,-0.09451,0.10655,1.3181
XIJFII,0,1,-0.20015,-0.08372,0.11643,5.6873
XIJJOP,0,1,-0.21699,-0.08654,0.13045,10.525
XIKZAU,0,1,-0.20344,-0.04219,0.16125,7.3567
XIMGEG,0,1,-0.18352,-0.07738,0.10614,3.9382
XINGAD,0,1,-0.17321,-0.12612,0.04709,11.5688
XIPCAB,0,1,-0.20083,-0.09135,0.10948,10.9205
XIPLEO,0,1,-0.17906,-0.09439,0.08467,3.6137
XIPNEP,1,1,-0.32434,-0.22836,0.09598,5.3612
XIPNOZ,1,1,-0.32785,-0.23001,0.09784,5.5183
XIPSEV,0,1,-0.19387,-0.08537,0.1085,5.9816
XIQDUY,0,1,-0.18409,-0.10091,0.08318,9.959
XIQNAO,1,1,-0.32756,-0.22285,0.10471,9.7465
XIQTEZ,1,1,-0.27052,-0.1842,0.08632,2.2041
XIRMER,0,1,-0.15675,-0.06541,0.09134,0.0009
XIRWIH,1,1,-0.27433,-0.17195,0.10238,4.6169
XISBAC,0,1,-0.17791,-0.10517,0.07274,11.0928
XISGUE,0,1,-0.19391,-0.13726,0.05665,13.6396
XISHEP,0,1,-0.18782,-0.12609,0.06173,14.7751
XISHOZ,0,1,-0.17796,-0.126,0.05196,4.7405
XISHUF,0,1,-0.17415,-0.06816,0.10599,5.0978
XIVMEX,0,1,-0.18262,-0.0895,0.09312,0.0006
XIWDEN,0,1,-0.17872,-0.06058,0.11814,1.5453
XIWSON,1,1,-0.28129,-0.17377,0.10752,3.5874
XIXNID,0,1,-0.18712,-0.06744,0.11968,6.5231
XIXTIJ,0,1,-0.20146,-0.05177,0.14969,3.6173
XIXTUV,0,1,-0.21031,-0.09366,0.11665,7.0289
XIXVAD,0,1,-0.19214,-0.0463,0.14584,4.6898
XIXVEH,0,1,-0.1846,-0.04213,0.14247,3.5458
XIXVIL,0,1,-0.18999,-0.04457,0.14542,4.3068
XIXYUA,0,1,-0.16353,-0.04702,0.11651,6.3561
XIYJEW,0,1,-0.19523,-0.04612,0.14911,1.7018
XIZTEG,0,1,-0.1563,-0.0677,0.0886,9.2059
XIZTIK,0,1,-0.15149,-0.08761,0.06388,11.7152
XIZTUW,0,1,-0.14868,-0.08631,0.06237,11.7363
XIZYAJ,0,1,-0.19386,-0.09025,0.10361,0.0159
XOBVAO,0,1,-0.20112,-0.12372,0.0774,7.6684
XOCPUC,0,1,-0.20008,-0.0296,0.17048,9.4616
XOCSIT,0,1,-0.20113,-0.03019,0.17094,9.1716
XOFDAZ,1,1,-0.29955,-0.22051,0.07904,8.1625
XOFDIF,0,1,-0.16098,-0.13317,0.02781,11.121
XOLCEI,1,1,-0.36009,-0.21317,0.14692,9.778
XOLDAF,1,1,-0.34289,-0.20062,0.14227,10.5311
XOLDEJ,1,1,-0.33763,-0.19684,0.14079,9.293
XOLPOG,0,1,-0.18322,-0.10481,0.07841,4.778
XOMKUG,0,1,-0.17869,-0.08601,0.09268,0.2258
XOMTOK,0,1,-0.16554,-0.05062,0.11492,8.2137
XONHIU,1,1,-0.27334,-0.1549,0.11844,5.6687
XONKIW,0,1,-0.20203,-0.12728,0.07475,9.5963
XOPKEU,0,1,-0.14751,-0.05901,0.0885,3.3009
XOTDAM,1,1,-0.27942,-0.17529,0.10413,10.5411
XOTKIB,1,1,-0.30503,-0.19141,0.11362,6.6105
XOVFIX,0,1,-0.17054,-0.08888,0.08166,2.9998
XOVFIZ,0,1,-0.20212,-0.15203,0.05009,9.0505
XOVFOD,0,1,-0.17214,-0.07585,0.09629,1.5735
XOVPEF,0,1,-0.19077,-0.05673,0.13404,2.2104
XOVPIJ,0,1,-0.18684,-0.06973,0.11711,4.5907
XOVPOP,0,1,-0.18936,-0.07653,0.11283,5.794
XOVPUV,0,1,-0.18956,-0.07198,0.11758,4.7957
XOVQAC,0,1,-0.17887,-0.08728,0.09159,8.9292
XOWTAG,1,1,-0.3051,-0.13945,0.16565,1.2345
XOWTEK,1,1,-0.30284,-0.13643,0.16641,2.0536
XOWTUZ,0,1,-0.19761,-0.05352,0.14409,11.3974
XOYVAK,0,1,-0.17369,-0.08595,0.08774,0.0002
XOZWUE,0,1,-0.20904,-0.13171,0.07733,8.2418
XUBDIJ,0,1,-0.20886,-0.1122,0.09666,9.5445
XUBDOP,0,1,-0.21173,-0.114,0.09773,10.143
XUBMEO,0,1,-0.23569,-0.10971,0.12598,5.5017
XUBSOE,1,1,-0.30855,-0.15028,0.15827,0.0004
XUBXUP,0,1,-0.18086,-0.09302,0.08784,0.0148
XUBZEA,1,1,-0.27801,-0.17991,0.0981,8.4957
XUBZOK,1,1,-0.28085,-0.18723,0.09362,12.1302
XUBZUQ,1,1,-0.27394,-0.17617,0.09777,7.9028
XUCBAZ,1,1,-0.26067,-0.17002,0.09065,6.3676
XUCBIH,1,1,-0.28001,-0.21248,0.06753,5.093
XUDXAW,0,1,-0.18638,-0.12549,0.06089,9.5199
XUDXIE,0,1,-0.18673,-0.12541,0.06132,9.505
XUDXUQ,0,1,-0.1847,-0.13231,0.05239,11.5268
XUDYOL,1,1,-0.26739,-0.21962,0.04777,5.9905
XUFSEY,0,1,-0.17954,-0.07695,0.10259,1.5193
XUGLIW,1,1,-0.26323,-0.17446,0.08877,5.8068
XUGTOJ,0,1,-0.16047,-0.06082,0.09965,2.9531
XUHYEF,0,1,-0.15994,-0.04197,0.11797,2.3085
XUKQIF,1,1,-0.2645,-0.16838,0.09612,6.1266
XUKRAY,1,1,-0.26686,-0.16951,0.09735,5.8283
XUMPAY,0,1,-0.1799,-0.09221,0.08769,1.4016
XUMXUZ,1,1,-0.27481,-0.20581,0.069,3.6587
XUMYAG,1,1,-0.26592,-0.19274,0.07318,5.9955
XUMYEK,1,1,-0.27141,-0.2011,0.07031,15.428
XUPHOG,0,1,-0.19084,-0.06676,0.12408,2.8899
XUPVUB,1,1,-0.27889,-0.20555,0.07334,8.013
XUPWEM,1,1,-0.2832,-0.19775,0.08545,6.4108
XUPWIQ,1,1,-0.28473,-0.20049,0.08424,6.3055
XUZYUO,0,1,-0.18946,-0.098,0.09146,0.9422
YABMEV,0,1,-0.17873,-0.07538,0.10335,2.5643
YACMAS,0,1,-0.16806,-0.04743,0.12063,6.487
YACMIA,0,1,-0.16492,-0.04687,0.11805,7.367
YADSON,0,1,-0.17354,-0.06466,0.10888,2.1096
YAJNAZ,0,1,-0.18029,-0.08873,0.09156,3.8705
YAKDIA,0,1,-0.18375,-0.06441,0.11934,7.6096
YAKDOG,0,1,-0.18687,-0.06625,0.12062,7.6129
YAKDUL,0,1,-0.17859,-0.0854,0.09319,4.6928
YALCOE,0,1,-0.17042,-0.08271,0.08771,2.5999
YALGIE,0,1,-0.20312,-0.05893,0.14419,9.8862
YALNUX,0,1,-0.16402,-0.04675,0.11727,0.0084
YAMPEJ,1,1,-0.33548,-0.14696,0.18852,0.0042
YAPWAO,0,1,-0.15918,-0.10542,0.05376,14.2565
YAPWES,0,1,-0.15934,-0.11255,0.04679,11.676
YAPZEW,0,1,-0.22897,-0.10312,0.12585,11.345
YAQMUB,0,1,-0.17512,-0.032,0.14312,0.0024
YAQTAM,0,1,-0.18159,-0.08511,0.09648,7.0153
YAQTEQ,0,1,-0.17854,-0.08317,0.09537,5.4669
YARNAI,0,1,-0.1696,-0.10641,0.06319,0.0096
YASPAK,0,1,-0.20036,-0.12244,0.07792,10.2638
YASPOY,0,1,-0.21049,-0.12112,0.08937,9.7352
YASTEU,1,1,-0.32104,-0.21835,0.10269,6.4308
YATMUC,0,1,-0.20426,-0.09322,0.11104,14.1969
YATNAJ,0,1,-0.17368,-0.0477,0.12598,8.4608
YATNEN,0,1,-0.17999,-0.05459,0.1254,11.0339
YATPER,0,1,-0.16449,-0.08518,0.07931,3.8078
YATPUH,0,1,-0.16259,-0.0847,0.07789,3.7061
YAYBEI,0,1,-0.20592,-0.12685,0.07907,7.5881
YAYBIM,0,1,-0.21508,-0.11936,0.09572,7.0081
YAYDEK,1,1,-0.28068,-0.19373,0.08695,2.8688
YAZTEZ,0,1,-0.1707,-0.08123,0.08947,2.0507
YAZTID,0,1,-0.16907,-0.07884,0.09023,2.4949
YAZTOJ,0,1,-0.16537,-0.0754,0.08997,2.1154
YAZTUP,0,1,-0.16947,-0.0794,0.09007,1.6119
YEBCUE,1,1,-0.26588,-0.17279,0.09309,4.1875
YEBSOQ,1,1,-0.29363,-0.18495,0.10868,7.1742
YECKIC,0,1,-0.1985,-0.0284,0.1701,9.6842
YEDBUG,0,1,-0.19778,-0.08431,0.11347,3.5499
YEDCAN,0,1,-0.1982,-0.0932,0.105,4.1295
YEDCER,1,1,-0.30981,-0.19455,0.11526,6.2588
YEDCUH,1,1,-0.30742,-0.19185,0.11557,4.433
YEDWIQ,0,1,-0.21647,-0.1476,0.06887,8.1512
YEDXAI,0,1,-0.19102,-0.11977,0.07125,8.602
YEGCET,0,1,-0.18295,-0.06399,0.11896,2.3061
YEJTAL,0,1,-0.1734,-0.10119,0.07221,7.9033
YEJYAQ,0,1,-0.18865,-0.07556,0.11309,7.2486
YEJYIY,0,1,-0.17278,-0.06331,0.10947,1.7735
YEJYOE,0,1,-0.18925,-0.07136,0.11789,4.3308
YEJYUK,0,1,-0.18107,-0.06676,0.11431,3.6145
YEJZAR,0,1,-0.18982,-0.07356,0.11626,7.8431
YEJZIZ,0,1,-0.18103,-0.06808,0.11295,3.2631
YEKHUS,0,1,-0.15502,-0.10254,0.05248,11.3006
YENMAI,1,1,-0.27908,-0.17908,0.1,7.6153
YEPSAN,0,1,-0.1609,-0.04158,0.11932,0.9879
YEPWUO,0,1,-0.17791,-0.05935,0.11856,4.2437
YEQHOU,0,1,-0.17662,-0.05087,0.12575,4.0686
YEQHUA,0,1,-0.17877,-0.0623,0.11647,5.404
YEQJAI,0,1,-0.17594,-0.05201,0.12393,5.2051
YEQJEM,0,1,-0.1766,-0.05072,0.12588,4.0958
YEQNUD,0,1,-0.19466,-0.1392,0.05546,0.0012
YESXEA,0,1,-0.18834,-0.11819,0.07015,8.4641
YEVGIS,1,1,-0.28454,-0.21843,0.06611,7.0664
YEVGOY,1,1,-0.27535,-0.17699,0.09836,12.3076
YEVWUS,1,1,-0.29076,-0.16228,0.12848,5.8334
YEWVIH,0,1,-0.20289,-0.04902,0.15387,9.7342
YEXHOA,1,1,-0.31563,-0.15239,0.16324,7.3321
YEXHUG,1,1,-0.31519,-0.16175,0.15344,6.1876
YEXMUM,0,1,-0.18766,-0.08962,0.09804,5.3181
YIBGOG,0,1,-0.18831,-0.07868,0.10963,7.7904
YIBGUM,0,1,-0.19031,-0.07771,0.1126,7.4518
YIBZIV,0,1,-0.22165,-0.09929,0.12236,13.0571
YICKIG,0,1,-0.17994,-0.12004,0.0599,0.951
YICKOM,0,1,-0.18049,-0.10857,0.07192,1.5037
YIDBUL,0,1,-0.18681,-0.09914,0.08767,13.268
YIFLAD,0,1,-0.18832,-0.09543,0.09289,0.011
YIFLEH,0,1,-0.18374,-0.09799,0.08575,0.1066
YIHROX,0,1,-0.16697,-0.1246,0.04237,10.9055
YIJLAF,1,1,-0.32792,-0.1563,0.17162,0.0138
YIKXEW,0,1,-0.20892,-0.06242,0.1465,9.5531
YIKXIA,0,1,-0.20419,-0.09431,0.10988,9.0306
YIKXUM,0,1,-0.20729,-0.04185,0.16544,10.3707
YIMKOX,1,1,-0.25942,-0.17044,0.08898,2.6592
YIPRUN,1,1,-0.32155,-0.2135,0.10805,5.3173
YIPZOP,0,1,-0.19795,-0.10825,0.0897,8.5734
